images,labels
AE00472_222253_00_1_2_2001.jpg,1
AE00227_145617_00_4_4_2001.jpg,0
AE00409_102339_00_4_2_2001.jpg,0
AE00389_072614_00_3_3_2001.jpg,0
AE00552_132107_00_1_2_2001.jpg,0
AE00182_044030_00_2_4_2001.jpg,1
AE00343_034941_00_2_4_2001.jpg,1
AE00554_080851_00_2_4_2001.jpg,0
AE00500_000522_00_1_4_2001.jpg,1
AE00408_172826_00_1_1_2001.jpg,0
AE00281_223017_00_2_3_2001.jpg,1
AE00545_001147_00_1_3_2001.jpg,1
AE00481_042612_00_1_2_2001.jpg,0
AE00227_192127_00_2_3_2001.jpg,1
AE00343_030107_00_2_1_2001.jpg,1
AE00367_034802_00_3_1_2001.jpg,1
AE00367_175536_00_3_2_2001.jpg,1
AE00348_033244_00_1_3_2001.jpg,1
AE00022_081330_00_3_2_2001.jpg,1
AE00191_230633_00_3_1_2001.jpg,1
AE00072_223331_00_3_3_2001.jpg,1
AE00322_161059_00_2_1_2001.jpg,1
AE00191_062359_00_2_2_2001.jpg,1
AE00182_043805_00_2_2_2001.jpg,0
AE00545_221055_00_1_1_2001.jpg,1
AE00182_210803_00_2_1_2001.jpg,1
AE00191_225159_00_2_2_2001.jpg,1
AE00450_172251_00_1_3_2001.jpg,0
AE00248_015729_00_2_4_2001.jpg,1
AE00248_101929_00_3_2_2001.jpg,1
AE00346_153609_00_3_3_2001.jpg,1
AE00554_195823_00_4_2_2001.jpg,0
AE00182_003327_00_3_4_2001.jpg,1
AE00191_171421_00_3_2_2001.jpg,1
AE00248_122503_00_2_3_2001.jpg,1
AE00545_170841_00_4_1_2001.jpg,0
AE00191_232457_00_2_1_2001.jpg,1
AE00367_043816_00_3_4_2001.jpg,1
AE00352_235021_00_3_3_2001.jpg,1
AE00382_141907_00_1_4_2001.jpg,0
AE00343_131441_00_2_3_2001.jpg,1
AE00350_083025_00_4_3_2001.jpg,0
AE00553_162042_00_1_2_2001.jpg,0
AE00266_064331_00_2_3_2001.jpg,1
AE00266_094653_00_2_4_2001.jpg,1
AE00305_023553_00_2_3_2001.jpg,1
AE00191_020408_00_3_1_2001.jpg,1
AE00405_041545_00_1_3_2001.jpg,1
AE00476_092552_00_4_2_2001.jpg,1
AE00305_001906_00_2_4_2001.jpg,1
AE00389_214514_00_1_3_2001.jpg,1
AE00331_094656_00_2_1_2001.jpg,1
AE00322_111957_00_4_2_2001.jpg,1
AE00331_222015_00_2_2_2001.jpg,1
AE00534_024206_00_4_1_2001.jpg,1
AE00277_111327_00_3_4_2001.jpg,1
AE00402_041121_00_1_2_2001.jpg,0
AE00476_130226_00_1_1_2001.jpg,1
AE00546_132113_00_1_3_2001.jpg,1
AE00072_213334_00_3_1_2001.jpg,1
AE00550_172657_00_1_1_2001.jpg,0
AE00405_074300_00_1_2_2001.jpg,0
AE00343_092148_00_3_3_2001.jpg,1
AE00550_164356_00_4_3_2001.jpg,0
AE00534_032008_00_1_3_2001.jpg,1
AE00352_131751_00_4_3_2001.jpg,1
AE00367_072750_00_3_3_2001.jpg,1
AE00191_155930_00_4_3_2001.jpg,0
AE00402_221618_00_1_2_2001.jpg,0
AE00352_090048_00_1_4_2001.jpg,0
AE00481_163534_01_4_4_2001.jpg,1
AE00343_161350_00_2_3_2001.jpg,0
AE00453_181631_00_4_1_2001.jpg,0
AE00379_043721_00_3_2_2001.jpg,1
AE00554_183545_00_1_2_2001.jpg,0
AE00427_030939_00_4_1_2001.jpg,0
AE00550_184900_00_1_3_2001.jpg,1
AE00453_145907_00_1_4_2001.jpg,1
AE00182_104853_00_3_1_2001.jpg,1
AE00018_143756_00_1_3_2001.jpg,0
AE00343_014024_00_3_1_2001.jpg,1
AE00382_180532_00_1_3_2001.jpg,0
AE00526_130422_00_4_4_2001.jpg,0
AE00350_145827_00_1_2_2001.jpg,0
AE00354_042725_00_1_2_2001.jpg,1
AE00472_034336_00_1_2_2001.jpg,0
AE00379_181107_00_4_2_2001.jpg,0
AE00427_084116_00_4_1_2001.jpg,0
AE00402_143834_00_4_3_2001.jpg,0
AE00427_183140_00_1_3_2001.jpg,0
AE00249_021544_00_3_3_2001.jpg,1
AE00432_130549_00_1_2_2001.jpg,0
AE00396_172859_00_4_3_2001.jpg,0
AE00191_193049_00_2_1_2001.jpg,1
AE00369_104717_00_2_4_2001.jpg,0
AE00191_142622_00_2_1_2001.jpg,1
AE00191_014027_00_4_3_2001.jpg,1
AE00499_172359_00_4_2_2001.jpg,0
AE00389_155604_00_4_3_2001.jpg,0
AE00402_141602_00_4_2_2001.jpg,0
AE00343_161350_00_4_3_2001.jpg,0
AE00343_022349_00_3_2_2001.jpg,1
AE00346_205656_00_2_2_2001.jpg,1
AE00343_135147_00_1_2_2001.jpg,1
AE00191_012918_00_2_2_2001.jpg,0
AE00367_051537_00_3_2_2001.jpg,1
AE00343_094903_00_3_4_2001.jpg,1
AE00408_160523_00_4_2_2001.jpg,0
AE00072_232135_00_2_4_2001.jpg,1
AE00348_153745_00_4_4_2001.jpg,0
AE00354_215419_00_4_2_2001.jpg,0
AE00367_220807_00_1_3_2001.jpg,0
AE00395_164206_00_4_1_2001.jpg,0
AE00352_181141_00_1_1_2001.jpg,0
AE00472_115129_00_4_3_2001.jpg,1
AE00322_151821_00_2_2_2001.jpg,1
AE00266_223141_00_3_1_2001.jpg,1
AE00266_011334_00_1_1_2001.jpg,1
AE00379_023627_00_1_1_2001.jpg,0
AE00466_035552_00_3_1_2001.jpg,0
AE00534_231258_00_1_2_2001.jpg,0
AE00379_023627_00_2_1_2001.jpg,0
AE00492_233703_00_2_2_2001.jpg,0
AE00408_133930_00_1_1_2001.jpg,0
AE00453_172401_00_4_2_2001.jpg,0
AE00191_075445_00_3_1_2001.jpg,1
AE00331_225801_00_2_4_2001.jpg,1
AE00375_163052_00_4_1_2001.jpg,0
AE00427_084116_00_2_1_2001.jpg,0
AE00408_035531_00_3_4_2001.jpg,0
AE00352_110854_00_1_4_2001.jpg,1
AE00182_182333_00_3_1_2001.jpg,1
AE00182_002540_00_3_1_2001.jpg,1
AE00305_052001_00_2_3_2001.jpg,1
AE00354_182351_00_3_1_2001.jpg,1
AE00343_184341_00_2_1_2001.jpg,1
AE00354_200755_00_3_4_2001.jpg,1
AE00343_091818_00_2_2_2001.jpg,1
AE00405_210914_00_1_4_2001.jpg,1
AE00382_031325_00_4_3_2001.jpg,0
AE00498_225220_00_1_3_2001.jpg,0
AE00396_052414_00_3_2_2001.jpg,0
AE00389_215216_00_4_1_2001.jpg,0
AE00072_232135_00_2_3_2001.jpg,1
AE00299_111143_00_2_1_2001.jpg,1
AE00229_101216_00_2_2_2001.jpg,1
AE00461_102833_00_1_4_2001.jpg,0
AE00227_235819_00_2_4_2001.jpg,1
AE00405_114744_00_1_3_2001.jpg,1
AE00018_085147_00_1_2_2001.jpg,1
AE00343_011452_00_4_1_2001.jpg,0
AE00343_203751_00_3_1_2001.jpg,0
AE00281_214629_00_3_2_2001.jpg,1
AE00266_011334_00_3_2_2001.jpg,1
AE00498_105305_00_1_4_2001.jpg,0
AE00554_192031_00_4_3_2001.jpg,0
AE00227_100752_00_3_3_2001.jpg,1
AE00549_180852_00_1_2_2001.jpg,0
AE00497_045938_00_4_1_2001.jpg,0
AE00385_084106_00_3_4_2001.jpg,1
AE00343_213326_00_3_1_2001.jpg,1
AE00227_073033_00_2_3_2001.jpg,1
AE00182_222154_00_1_1_2001.jpg,0
AE00322_184439_00_3_1_2001.jpg,1
AE00552_134937_00_1_1_2001.jpg,1
AE00534_082007_00_3_4_2001.jpg,0
AE00182_090408_00_2_2_2001.jpg,1
AE00354_170019_00_3_1_2001.jpg,1
AE00072_213334_00_3_3_2001.jpg,1
AE00483_181925_00_1_1_2001.jpg,0
AE00346_133552_00_3_1_2001.jpg,1
AE00182_023321_00_3_3_2001.jpg,1
AE00483_164714_00_1_2_2001.jpg,0
AE00552_121938_00_2_2_2001.jpg,0
AE00367_125205_00_1_1_2001.jpg,0
AE00022_230921_00_1_1_2001.jpg,0
AE00481_094921_00_1_3_2001.jpg,0
AE00449_145540_00_1_3_2001.jpg,0
AE00453_035556_00_1_4_2001.jpg,1
AE00343_190124_00_2_1_2001.jpg,1
AE00389_145128_00_1_3_2001.jpg,0
AE00322_092934_00_2_4_2001.jpg,1
AE00427_070034_00_1_4_2001.jpg,1
AE00476_041137_00_1_3_2001.jpg,0
AE00018_094251_00_3_4_2001.jpg,1
AE00256_164205_01_4_3_2001.jpg,1
AE00382_072534_00_3_3_2001.jpg,1
AE00248_034726_00_3_4_2001.jpg,1
AE00348_030806_00_3_2_2001.jpg,1
AE00411_222222_00_1_3_2001.jpg,0
AE00229_061427_00_2_3_2001.jpg,1
AE00343_172832_00_2_1_2001.jpg,1
AE00227_183324_00_2_2_2001.jpg,1
AE00483_170140_00_3_1_2001.jpg,0
AE00367_133945_00_1_4_2001.jpg,1
AE00427_051555_00_1_1_2001.jpg,0
AE00072_220732_00_3_4_2001.jpg,1
AE00305_224727_00_3_3_2001.jpg,1
AE00072_135227_00_2_1_2001.jpg,1
AE00248_003612_00_3_2_2001.jpg,1
AE00343_235439_00_2_1_2001.jpg,1
AE00227_223447_00_2_2_2001.jpg,1
AE00346_145652_00_3_3_2001.jpg,1
AE00227_165910_00_2_4_2001.jpg,1
AE00348_042636_00_3_2_2001.jpg,1
AE00476_191106_00_4_4_2001.jpg,0
AE00343_005618_00_2_2_2001.jpg,1
AE00385_152051_00_3_3_2001.jpg,1
AE00281_103611_00_2_4_2001.jpg,1
AE00534_181059_00_1_2_2001.jpg,0
AE00281_075056_00_2_4_2001.jpg,1
AE00182_144508_00_2_2_2001.jpg,1
AE00348_120617_00_3_3_2001.jpg,1
AE00481_215632_00_1_2_2001.jpg,0
AE00367_185723_00_4_2_2001.jpg,0
AE00450_183217_00_4_2_2001.jpg,1
AE00191_210107_00_2_2_2001.jpg,1
AE00472_000252_00_4_1_2001.jpg,0
AE00191_002848_00_2_4_2001.jpg,1
AE00191_140105_00_3_1_2001.jpg,1
AE00299_202809_00_2_4_2001.jpg,1
AE00227_020709_00_3_4_2001.jpg,1
AE00367_041211_00_1_1_2001.jpg,0
AE00379_223536_00_4_2_2001.jpg,0
AE00389_192807_00_4_2_2001.jpg,0
AE00346_013620_00_1_3_2001.jpg,1
AE00450_163915_00_1_2_2001.jpg,0
AE00385_134927_00_1_4_2001.jpg,1
AE00352_090048_00_3_4_2001.jpg,0
AE00281_162528_00_1_1_2001.jpg,0
AE00227_231328_00_2_3_2001.jpg,1
AE00476_103034_00_3_3_2001.jpg,0
AE00305_202504_00_2_1_2001.jpg,1
AE00305_002701_00_2_3_2001.jpg,1
AE00227_015317_00_2_1_2001.jpg,1
AE00343_030320_00_2_1_2001.jpg,0
AE00229_071433_00_2_1_2001.jpg,1
AE00461_172932_00_3_1_2001.jpg,0
AE00483_185514_00_4_3_2001.jpg,1
AE00409_172934_00_4_2_2001.jpg,0
AE00367_125417_00_4_1_2001.jpg,0
AE00352_125214_00_4_2_2001.jpg,0
AE00018_155408_00_4_4_2001.jpg,0
AE00343_102851_00_2_2_2001.jpg,1
AE00348_213329_00_3_4_2001.jpg,1
AE00497_233557_00_1_1_2001.jpg,0
AE00497_005305_00_1_1_2001.jpg,1
AE00492_224816_00_1_2_2001.jpg,0
AE00266_052053_00_2_2_2001.jpg,0
AE00305_181902_00_2_2_2001.jpg,0
AE00191_041634_00_3_3_2001.jpg,1
AE00254_155825_00_1_3_2001.jpg,1
AE00022_112544_00_3_1_2001.jpg,1
AE00299_003136_00_2_2_2001.jpg,1
AE00072_085809_00_3_3_2001.jpg,1
AE00191_213038_00_1_3_2001.jpg,1
AE00436_135402_00_1_1_2001.jpg,1
AE00343_122049_00_3_2_2001.jpg,1
AE00343_163947_00_2_3_2001.jpg,1
AE00554_161421_00_4_4_2001.jpg,0
AE00501_114435_00_4_1_2001.jpg,1
AE00182_162621_01_4_3_2001.jpg,1
AE00299_033916_00_2_1_2001.jpg,1
AE00408_172826_00_1_2_2001.jpg,0
AE00346_070632_00_3_2_2001.jpg,1
AE00354_205359_00_3_2_2001.jpg,1
AE00389_045123_00_1_1_2001.jpg,0
AE00455_153859_00_4_3_2001.jpg,1
AE00385_160751_00_3_4_2001.jpg,1
AE00432_135748_00_3_1_2001.jpg,0
AE00191_032233_00_2_3_2001.jpg,1
AE00191_092733_00_2_3_2001.jpg,1
AE00472_173008_00_4_1_2001.jpg,0
AE00405_143708_00_1_4_2001.jpg,1
AE00343_135147_00_2_1_2001.jpg,1
AE00385_160732_00_4_2_2001.jpg,0
AE00502_163946_00_4_1_2001.jpg,0
AE00325_221211_00_2_2_2001.jpg,1
AE00379_175114_00_2_2_2001.jpg,0
AE00072_210112_00_3_2_2001.jpg,1
AE00352_034246_00_3_1_2001.jpg,1
AE00305_121820_00_2_3_2001.jpg,1
AE00409_162311_00_4_1_2001.jpg,0
AE00382_182847_00_3_1_2001.jpg,1
AE00483_150227_00_2_1_2001.jpg,0
AE00382_040732_00_4_1_2001.jpg,0
AE00343_091941_00_2_3_2001.jpg,1
AE00191_220502_00_2_1_2001.jpg,1
AE00018_031805_00_3_3_2001.jpg,0
AE00427_133804_00_1_1_2001.jpg,0
AE00354_160758_00_4_4_2001.jpg,0
AE00385_233921_00_3_3_2001.jpg,1
AE00281_075056_00_2_1_2001.jpg,1
AE00370_110718_00_4_3_2001.jpg,0
AE00389_201027_00_4_2_2001.jpg,0
AE00382_064147_00_3_2_2001.jpg,1
AE00182_201700_00_3_2_2001.jpg,1
AE00191_022844_00_3_3_2001.jpg,1
AE00502_060122_00_2_4_2001.jpg,0
AE00395_181334_00_1_1_2001.jpg,0
AE00227_025256_00_3_4_2001.jpg,1
AE00191_135016_00_4_3_2001.jpg,1
AE00182_221052_00_1_3_2001.jpg,1
AE00500_195238_00_1_2_2001.jpg,1
AE00346_062746_00_1_1_2001.jpg,0
AE00472_152201_00_1_2_2001.jpg,1
AE00248_094359_00_2_2_2001.jpg,1
AE00405_141935_00_4_3_2001.jpg,0
AE00472_022215_00_4_1_2001.jpg,1
AE00481_134450_00_4_2_2001.jpg,0
AE00379_220229_00_1_1_2001.jpg,0
AE00343_155435_00_3_2_2001.jpg,1
AE00281_012729_00_2_3_2001.jpg,1
AE00227_220929_00_2_3_2001.jpg,1
AE00227_220123_00_3_3_2001.jpg,1
AE00476_041137_00_4_3_2001.jpg,0
AE00379_175124_00_3_1_2001.jpg,1
AE00352_025248_00_3_1_2001.jpg,1
AE00248_064250_00_1_1_2001.jpg,1
AE00305_032302_00_2_1_2001.jpg,1
AE00305_054921_00_3_2_2001.jpg,1
AE00343_211929_00_2_4_2001.jpg,1
AE00481_165849_00_2_1_2001.jpg,0
AE00456_065118_00_3_2_2001.jpg,0
AE00367_120339_00_3_1_2001.jpg,1
AE00346_090310_00_3_2_2001.jpg,1
AE00354_161000_00_4_4_2001.jpg,0
AE00502_185414_00_4_1_2001.jpg,0
AE00352_094747_00_1_3_2001.jpg,0
AE00343_033811_00_3_4_2001.jpg,1
AE00433_172202_00_4_2_2001.jpg,0
AE00305_013151_00_3_3_2001.jpg,1
AE00072_144630_00_3_1_2001.jpg,1
AE00343_015001_00_3_4_2001.jpg,1
AE00379_032725_00_3_2_2001.jpg,1
AE00266_014000_00_2_1_2001.jpg,1
AE00385_232426_00_1_4_2001.jpg,1
AE00396_052034_00_4_3_2001.jpg,0
AE00395_220854_00_4_3_2001.jpg,0
AE00396_215743_00_1_1_2001.jpg,0
AE00450_183943_00_4_2_2001.jpg,0
AE00409_124901_00_1_2_2001.jpg,1
AE00354_075155_00_2_4_2001.jpg,0
AE00343_041847_00_2_3_2001.jpg,1
AE00405_062810_00_4_3_2001.jpg,1
AE00343_131734_00_3_4_2001.jpg,1
AE00309_135948_00_2_1_2001.jpg,1
AE00191_100040_00_2_1_2001.jpg,1
AE00191_231326_00_1_1_2001.jpg,0
AE00396_224737_00_4_4_2001.jpg,0
AE00354_054837_00_3_3_2001.jpg,1
AE00502_132302_00_1_4_2001.jpg,1
AE00305_122234_00_2_3_2001.jpg,1
AE00544_153910_00_1_1_2001.jpg,1
AE00305_212809_00_3_4_2001.jpg,1
AE00549_190404_00_1_1_2001.jpg,0
AE00343_223221_00_2_3_2001.jpg,1
AE00504_013257_00_1_2_2001.jpg,0
AE00389_062456_00_1_1_2001.jpg,0
AE00018_023038_00_4_4_2001.jpg,0
AE00497_165802_00_1_2_2001.jpg,1
AE00299_230523_00_3_2_2001.jpg,1
AE00408_184420_00_3_2_2001.jpg,0
AE00343_024429_00_2_1_2001.jpg,1
AE00354_141838_00_3_4_2001.jpg,1
AE00497_162143_00_1_2_2001.jpg,0
AE00305_211506_00_2_1_2001.jpg,1
AE00191_155314_00_2_4_2001.jpg,1
AE00396_224138_00_4_2_2001.jpg,0
AE00182_214706_00_2_2_2001.jpg,1
AE00227_145617_00_3_3_2001.jpg,0
AE00346_215833_00_3_1_2001.jpg,1
AE00408_051313_00_1_1_2001.jpg,0
AE00411_025531_00_1_2_2001.jpg,1
AE00379_014107_00_3_3_2001.jpg,1
AE00427_145431_00_4_2_2001.jpg,0
AE00450_193741_00_1_3_2001.jpg,1
AE00322_134016_00_2_4_2001.jpg,1
AE00191_222044_00_2_2_2001.jpg,0
AE00331_133945_00_2_3_2001.jpg,1
AE00385_102625_00_4_3_2001.jpg,0
AE00354_104217_00_3_2_2001.jpg,1
AE00352_144012_00_2_2_2001.jpg,0
AE00462_085926_00_4_2_2001.jpg,0
AE00346_230757_00_3_4_2001.jpg,1
AE00227_084721_00_2_2_2001.jpg,1
AE00408_080406_00_3_1_2001.jpg,0
AE00331_094737_00_2_4_2001.jpg,1
AE00343_231437_00_2_3_2001.jpg,1
AE00229_123904_00_1_1_2001.jpg,1
AE00281_191927_00_3_2_2001.jpg,1
AE00191_150431_00_2_2_2001.jpg,1
AE00331_221953_00_2_1_2001.jpg,1
AE00408_045541_00_3_2_2001.jpg,1
AE00182_102514_00_2_4_2001.jpg,1
AE00322_135215_00_2_2_2001.jpg,1
AE00354_032219_00_1_1_2001.jpg,0
AE00385_112714_00_3_2_2001.jpg,1
AE00348_090223_00_3_3_2001.jpg,1
AE00466_212939_00_4_2_2001.jpg,0
AE00409_190727_00_4_4_2001.jpg,0
AE00248_051301_00_2_3_2001.jpg,1
AE00305_034852_00_2_3_2001.jpg,1
AE00182_000731_00_3_4_2001.jpg,1
AE00481_113944_00_3_1_2001.jpg,0
AE00385_190253_00_1_1_2001.jpg,0
AE00346_023827_00_3_1_2001.jpg,1
AE00476_191106_00_4_1_2001.jpg,0
AE00191_233735_00_2_1_2001.jpg,1
AE00343_145355_00_3_2_2001.jpg,0
AE00485_144255_00_1_2_2001.jpg,0
AE00352_015404_00_3_2_2001.jpg,1
AE00534_054441_00_1_4_2001.jpg,0
AE00018_022802_00_2_3_2001.jpg,1
AE00389_182024_00_2_4_2001.jpg,0
AE00305_225823_00_3_1_2001.jpg,1
AE00427_044307_00_1_3_2001.jpg,0
AE00498_124447_00_2_1_2001.jpg,0
AE00254_010512_00_3_4_2001.jpg,1
AE00544_172037_00_4_2_2001.jpg,1
AE00305_133213_00_3_2_2001.jpg,1
AE00382_220541_00_3_3_2001.jpg,1
AE00395_164206_00_4_4_2001.jpg,0
AE00305_215657_00_2_3_2001.jpg,1
AE00266_230513_00_2_4_2001.jpg,1
AE00352_153851_00_1_1_2001.jpg,0
AE00354_214750_00_4_2_2001.jpg,0
AE00456_043304_00_4_1_2001.jpg,0
AE00385_172603_00_3_4_2001.jpg,1
AE00547_170908_00_4_4_2001.jpg,0
AE00343_135901_00_1_2_2001.jpg,1
AE00343_215303_00_2_1_2001.jpg,1
AE00369_143206_00_3_3_2001.jpg,1
AE00322_172940_00_2_4_2001.jpg,1
AE00352_172500_00_4_3_2001.jpg,0
AE00343_195626_00_3_4_2001.jpg,1
AE00450_224601_00_1_2_2001.jpg,0
AE00534_181059_00_1_4_2001.jpg,0
AE00299_112632_00_3_1_2001.jpg,1
AE00191_163134_00_2_1_2001.jpg,1
AE00191_055308_00_3_2_2001.jpg,1
AE00500_005730_00_1_2_2001.jpg,1
AE00370_111423_00_3_2_2001.jpg,1
AE00481_103236_00_4_1_2001.jpg,1
AE00352_122938_00_3_4_2001.jpg,1
AE00389_170443_00_1_2_2001.jpg,0
AE00343_085315_00_2_3_2001.jpg,1
AE00343_095314_00_2_2_2001.jpg,1
AE00182_175530_00_3_4_2001.jpg,1
AE00481_192630_00_4_2_2001.jpg,0
AE00405_113005_00_1_4_2001.jpg,1
AE00018_233445_00_3_2_2001.jpg,1
AE00385_232504_00_3_3_2001.jpg,1
AE00453_172401_00_4_1_2001.jpg,0
AE00498_234206_00_1_1_2001.jpg,0
AE00133_102040_00_1_2_2001.jpg,0
AE00343_051715_00_3_3_2001.jpg,1
AE00369_143206_00_1_3_2001.jpg,0
AE00305_203742_00_2_2_2001.jpg,1
AE00354_104217_00_1_1_2001.jpg,0
AE00547_134421_00_4_1_2001.jpg,1
AE00395_160947_00_4_3_2001.jpg,0
AE00348_055448_00_3_3_2001.jpg,1
AE00018_023038_00_2_1_2001.jpg,1
AE00182_013540_00_2_2_2001.jpg,1
AE00018_013934_00_4_1_2001.jpg,0
AE00191_041632_00_2_1_2001.jpg,0
AE00382_020605_00_3_4_2001.jpg,1
AE00379_053333_00_3_2_2001.jpg,1
AE00433_110757_00_1_1_2001.jpg,0
AE00191_181235_00_2_4_2001.jpg,1
AE00305_013858_00_3_3_2001.jpg,1
AE00072_224950_00_2_3_2001.jpg,1
AE00449_145540_00_1_1_2001.jpg,0
AE00248_161230_00_4_2_2001.jpg,0
AE00533_131226_00_4_4_2001.jpg,0
AE00331_161516_00_2_3_2001.jpg,1
AE00408_035531_00_3_1_2001.jpg,0
AE00544_071606_00_4_3_2001.jpg,1
AE00367_163505_00_1_1_2001.jpg,0
AE00367_045508_00_4_3_2001.jpg,0
AE00343_131441_00_2_2_2001.jpg,1
AE00481_093721_00_2_1_2001.jpg,1
AE00427_033825_00_4_3_2001.jpg,0
AE00248_150716_00_2_1_2001.jpg,0
AE00453_013609_00_1_2_2001.jpg,0
AE00182_033619_00_3_1_2001.jpg,1
AE00225_062420_00_1_2_2001.jpg,1
AE00405_154024_00_4_1_2001.jpg,0
AE00408_184420_00_2_2_2001.jpg,0
AE00227_075134_00_3_1_2001.jpg,1
AE00534_162905_00_1_3_2001.jpg,1
AE00463_143252_00_1_1_2001.jpg,1
AE00354_090429_00_3_3_2001.jpg,1
AE00191_220502_00_2_4_2001.jpg,1
AE00343_185120_00_2_4_2001.jpg,1
AE00072_220732_00_2_4_2001.jpg,1
AE00343_095022_00_3_1_2001.jpg,1
AE00266_023155_00_3_3_2001.jpg,1
AE00343_085511_00_3_2_2001.jpg,1
AE00405_195129_00_1_4_2001.jpg,0
AE00354_152703_00_1_2_2001.jpg,1
AE00305_151825_00_2_4_2001.jpg,1
AE00354_175607_00_3_4_2001.jpg,1
AE00408_030619_00_1_2_2001.jpg,0
AE00305_095040_00_1_2_2001.jpg,1
AE00331_101012_00_2_1_2001.jpg,1
AE00191_181235_00_1_3_2001.jpg,0
AE00299_192129_00_2_2_2001.jpg,1
AE00453_022536_00_4_3_2001.jpg,1
AE00367_103144_00_4_3_2001.jpg,0
AE00367_231628_00_4_2_2001.jpg,0
AE00343_141907_00_3_2_2001.jpg,1
AE00254_050930_00_3_3_2001.jpg,1
AE00385_001842_00_3_3_2001.jpg,1
AE00191_111307_00_3_1_2001.jpg,1
AE00227_112935_00_2_3_2001.jpg,1
AE00461_101507_00_2_4_2001.jpg,0
AE00354_230647_00_3_4_2001.jpg,1
AE00305_223705_00_2_1_2001.jpg,1
AE00436_100846_00_3_4_2001.jpg,0
AE00501_050359_00_4_1_2001.jpg,1
AE00348_012146_00_3_3_2001.jpg,1
AE00331_060110_00_4_2_2001.jpg,0
AE00385_015649_00_3_4_2001.jpg,1
AE00248_003612_00_2_2_2001.jpg,1
AE00449_092037_00_3_3_2001.jpg,0
AE00354_070604_00_3_1_2001.jpg,1
AE00437_101830_00_4_3_2001.jpg,1
AE00379_095054_00_3_2_2001.jpg,1
AE00472_093216_00_4_2_2001.jpg,0
AE00408_182915_00_1_1_2001.jpg,0
AE00343_013152_00_2_4_2001.jpg,1
AE00367_164548_00_3_2_2001.jpg,1
AE00549_180852_00_4_3_2001.jpg,0
AE00453_062540_00_4_3_2001.jpg,0
AE00411_074702_00_1_3_2001.jpg,0
AE00346_053211_00_2_1_2001.jpg,0
AE00389_062456_00_4_2_2001.jpg,0
AE00385_184228_00_3_1_2001.jpg,1
AE00343_153931_00_2_3_2001.jpg,1
AE00534_181059_00_4_3_2001.jpg,0
AE00472_174155_00_1_1_2001.jpg,1
AE00281_095155_00_2_4_2001.jpg,1
AE00279_094342_00_1_4_2001.jpg,0
AE00331_153746_00_1_1_2001.jpg,0
AE00191_201314_00_3_3_2001.jpg,1
AE00348_170119_00_1_2_2001.jpg,0
AE00481_165849_00_3_1_2001.jpg,0
AE00552_201143_00_4_2_2001.jpg,1
AE00191_170539_00_4_1_2001.jpg,0
AE00266_011334_00_3_4_2001.jpg,1
AE00343_144524_00_1_1_2001.jpg,1
AE00354_182117_00_3_2_2001.jpg,1
AE00551_152219_00_1_3_2001.jpg,1
AE00354_150942_00_3_3_2001.jpg,1
AE00352_233847_00_4_1_2001.jpg,0
AE00385_214226_00_3_4_2001.jpg,0
AE00389_155604_00_1_2_2001.jpg,0
